"autriche                ";"lci-monde-2005-09-06.html                         ";"grostitre               ";"0,,3242113-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2005-12-08.html                         ";"grostitre               ";"0,,3270039-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2005-12-08.html                         ";"rappel                  ";"0,,3269222-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2005-12-11.html                         ";"grostitre               ";"0,,3270039-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2005-12-12.html                         ";"rappel                  ";"0,,3270039-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2005-12-13.html                         ";"rappel                  ";"0,,3270039-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2005-12-14.html                         ";"grostitre               ";"0,,3271886-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2005-12-15.html                         ";"grostitre               ";"0,,3272896-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2005-12-15.html                         ";"rappel                  ";"0,,3271886-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2005-12-17.html                         ";"grostitre               ";"0,,3272896-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2005-12-17.html                         ";"rappel                  ";"0,,3271886-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2005-12-18.html                         ";"rappel                  ";"0,,3272896-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2006-01-01.html                         ";"grostitre               ";"0,,3276255-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2006-01-03.html                         ";"grostitre               ";"0,,3276255-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2006-01-04.html                         ";"rappel                  ";"0,,3276255-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2006-01-05.html                         ";"grostitre               ";"0,,3276754-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2006-01-05.html                         ";"rappel                  ";"0,,3276255-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2006-01-06.html                         ";"rappel                  ";"0,,3276754-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2006-01-08.html                         ";"rappel                  ";"0,,3276754-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2006-01-18.html                         ";"grostitre               ";"0,,3279035-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2006-01-19.html                         ";"grostitre               ";"0,,3279035-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2006-01-20.html                         ";"grostitre               ";"0,,3279035-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2006-01-21.html                         ";"rappel                  ";"0,,3279035-vu5wx0leiduy,00.html                                            "
"etats-unis              ";"lci-monde-2006-01-22.html                         ";"rappel                  ";"0,,3279035-vu5wx0leiduy,00.html                                            "
